7.075497e+04	-4.530447e+04	4.322906e+01	8.681704e+02	1.269211e+03	1.387528e-09	-1.140533e-11	-1.767247e-10	1.371038e-09	-6.812439e-09	-6.102582e-08	-1.658278e-08	7.150711e-10	8.553504e-10	1.812341e-10
-4.530447e+04	9.054812e+04	-4.532127e+04	4.522337e+01	2.733997e+00	4.012568e-10	3.347260e-08	1.799079e-10	-1.168859e-10	7.008750e-12	2.061914e-09	1.896849e-08	7.544164e-09	-1.936521e-10	-2.233530e-10
4.322906e+01	-4.532127e+04	9.054812e+04	-4.530331e+04	3.331037e+01	-2.959434e-10	8.624635e-10	2.791826e-08	1.163348e-09	-2.248737e-10	-5.923218e-10	1.527487e-08	7.763892e-08	1.845482e-08	-2.423691e-09
8.681704e+02	4.522337e+01	-4.530331e+04	7.161195e+04	-2.764461e+04	-9.879023e-10	1.800879e-11	3.188440e-10	2.718205e-08	3.938181e-09	-1.252009e-10	-5.152280e-11	2.993502e-09	2.316022e-08	1.963801e-09
1.269211e+03	2.733997e+00	3.331037e+01	-2.764461e+04	2.572159e+04	-1.453192e-09	1.863856e-10	-3.753109e-10	-2.631229e-10	-3.545975e-08	2.048361e-11	-6.160406e-09	-1.975309e-08	7.878498e-08	1.814442e-07
7.947882e-08	5.007143e-10	-2.951691e-10	-9.603435e-10	-1.417399e-09	2.799598e+06	-1.227019e+06	3.456704e+05	-4.023730e+04	6.021446e+03	-4.843059e-07	-1.340084e-07	2.909673e-09	5.902834e-09	2.861114e-10
4.180891e-10	1.423715e-08	9.253481e-10	-4.643805e-11	2.067707e-10	-1.227019e+06	1.581783e+06	-1.077344e+06	3.246365e+05	-3.097541e+04	-1.892317e-07	-9.754899e-07	-2.052332e-07	1.858425e-08	7.736034e-09
-2.583353e-10	4.016140e-10	3.179429e-08	6.659479e-10	-3.912601e-10	3.456704e+05	-1.077344e+06	1.558826e+06	-1.038041e+06	2.604463e+05	4.074963e-09	-1.584054e-07	-7.046834e-07	-1.562626e-07	1.966782e-08
1.367100e-09	-1.300728e-10	8.285899e-10	5.546778e-08	-2.821550e-10	-4.023730e+04	3.246365e+05	-1.038041e+06	1.246193e+06	-4.969697e+05	7.025491e-09	1.256728e-08	-1.536193e-07	-7.166818e-07	-7.514700e-08
-6.672691e-09	4.243541e-12	-2.346245e-10	3.978977e-09	1.641867e-08	6.021446e+03	-3.097541e+04	2.604463e+05	-4.969697e+05	2.560435e+05	-5.002804e-10	7.149836e-08	2.559304e-07	-1.019714e-06	-2.238892e-06
-6.430057e-08	3.362332e-09	-5.200904e-10	-1.572325e-10	1.912321e-12	-4.853440e-07	-1.912223e-07	4.279799e-09	6.674543e-09	-5.037958e-10	8.789805e+04	-2.769678e+04	1.095073e+03	1.308189e+03	-5.049540e+00
-1.587958e-08	1.566488e-08	1.555518e-08	-2.965530e-10	-5.620011e-09	-1.347966e-07	-9.531476e-07	-1.474819e-07	1.195685e-08	7.210401e-08	-2.769678e+04	5.383491e+04	-3.057446e+04	2.622052e+03	1.158277e+03
7.613465e-10	3.792982e-09	7.052037e-08	3.531812e-09	-1.989460e-08	2.913697e-09	-2.111027e-07	-6.709431e-07	-1.524182e-07	2.580196e-07	1.095073e+03	-3.057446e+04	5.292269e+04	-3.020336e+04	4.117598e+03
7.741418e-10	-2.776695e-10	1.538365e-08	1.434199e-08	7.872742e-08	5.961658e-09	1.868219e-08	-1.533180e-07	-7.110128e-07	-1.026431e-06	1.308189e+03	2.622052e+03	-3.020336e+04	4.255187e+04	-1.653538e+04
1.455643e-10	-9.247790e-11	-1.984906e-09	1.353466e-09	1.753858e-07	2.976100e-10	8.051936e-09	1.948670e-08	-7.588752e-08	-2.260381e-06	-5.049540e+00	1.158277e+03	4.117598e+03	-1.653538e+04	1.132694e+04
